0.01	0.042850859
0.010633773	0.042852845
0.011307713	0.0428551
0.012024366	0.042857679
0.012786438	0.042860588
0.013596808	0.042863693
0.014458538	0.042867028
0.015374881	0.042870925
0.0163493	0.042876544
0.017385475	0.042883173
0.01848732	0.042890457
0.019658997	0.042896542
0.020904932	0.042903886
0.02222983	0.042912481
0.023638697	0.042925122
0.025136855	0.042936362
0.026729962	0.04294878
0.028424035	0.042966339
0.030225474	0.042984972
0.032141084	0.043002665
0.0341781	0.043024605
0.036344217	0.043051924
0.038647616	0.043091901
0.041096999	0.04312774
0.043701617	0.043170646
0.046471308	0.043213145
0.049416535	0.043318242
0.052548423	0.043530506
0.055878802	0.0440033
0.059420251	0.044331156
0.063186148	0.04422618
0.067190717	0.044706176
0.071449085	0.045099187
0.075977337	0.044557384
0.080792577	0.044412577
0.085912995	0.044284905
0.09135793	0.044010425
0.097147952	0.044610318
0.103304929	0.045366044
0.109852119	0.045109177
0.116814253	0.0482525
0.124217628	0.047317146
0.132090209	0.045470154
0.140461734	0.049439093
0.149363823	0.057368006
0.158830102	0.060504036
0.16889633	0.072143897
0.179600528	0.073175134
0.190983129	0.067881984
0.203087129	0.073111925
0.215958248	0.081975553
0.229645104	0.086610288
0.244199397	0.091298848
0.259676102	0.113214953
0.276133679	0.130828514
0.293634293	0.129522807
0.31224405	0.117409453
0.332033243	0.101002255
0.353076622	0.095866473
0.375453674	0.111299427
0.399248924	0.109919175
0.424552254	0.111739683
0.45145924	0.142803604
0.48007152	0.152711878
0.510497169	0.212395966
0.542851115	0.211068356
0.577255567	0.188506401
0.613840482	0.149897512
0.65274405	0.154546508
0.694113223	0.11004773
0.738104263	0.088799237
0.784883338	0.064812261
0.834627146	0.065261547
0.887523583	0.061866161
0.943772454	0.061739836
1.003586229	0.06587698
1.067190841	0.076399761
1.134826543	0.088661104
1.206748816	0.069422888
1.283229329	0.077798218
1.364556973	0.055346814
1.451038946	0.063050316
1.543001914	0.064662952
1.64079325	0.071764487
1.744782339	0.06985538
1.855361979	0.037592151
1.972949861	0.025570538
2.097990148	0.018682196
2.230955154	0.015443159
2.372347127	0.015004186
2.522700145	0.016545368
2.682582135	0.016104484
2.852597019	0.015902495
3.033386991	0.017882509
3.225634948	0.024789263
3.430067067	0.03052368
3.647455547	0.018160409
3.878621527	0.011340681
4.124438189	0.008218311
4.385834055	0.007014063
4.663796491	0.006665062
4.959375443	0.008268636
5.273687399	0.007455922
5.607919606	0.004691373
5.963334557	0.004491604
6.341274757	0.004282968
6.743167797	0.004194773
7.170531743	0.004256876
7.624980873	0.004519344
8.108231774	0.005147182
8.622109825	0.006371645
9.168556093	0.008919116
9.749634665	0.014778257
10.36754044	0.018025107
